date,consignee,consignee_country,shipper,shipper_country,shipment_origin,shipment_destination,port_of_lading,port_of_lading_country,port_of_unlading_country,transport_method,goods_shipped,parcel_size_mt,weight,parcel_bin_2
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,43.915,0 - 2500
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,43.48,0 - 2500
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,47.165,0 - 2500
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,46.339,0 - 2500
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,44.621,0 - 2500
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,41.817,0 - 2500
2018-12-26T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,<4000t,3538.17,2500 - 5000
2018-12-22T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,22.758,0 - 2500
2018-12-21T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Italy,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE CINC,4000t - 7000t,5500,5000 - 7500
2018-12-21T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,24.34,0 - 2500
2018-12-18T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,9000,7500 - 10000
2018-12-17T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2018-12-15T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,10000,7500 - 10000
2018-12-13T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,2974.52,2500 - 5000
2018-12-13T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5471.693,5000 - 7500
2018-12-12T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,2731.9,2500 - 5000
2018-12-12T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5991.388,5000 - 7500
2018-12-11T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,23.06,0 - 2500
2018-12-11T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,23.06,0 - 2500
2018-12-07T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,50.06,0 - 2500
2018-12-04T00:00:00Z,"Henan Great Sources Co., Ltd.",China,Minerales Y Agregados Del Pacifico S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERAL DE CINC.,<4000t,27.25,0 - 2500
2018-11-29T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,657.34,0 - 2500
2018-11-29T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,656.82,0 - 2500
2018-11-28T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,6000,5000 - 7500
2018-11-28T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.036,0 - 2500
2018-11-26T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2018-11-26T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE CINC,>7000t,13200,12500 and up
2018-11-26T00:00:00Z,Traxys Europe S.A.,Luxembourg,Traxys Mexico S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Luxembourg,Maritime,CONCENTRADO DE CINC,<4000t,793.445,0 - 2500
2018-11-17T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5895.95,5000 - 7500
2018-11-16T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2018-11-16T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,25.036,0 - 2500
2018-11-14T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,833.33,0 - 2500
2018-11-14T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,810.58,0 - 2500
2018-11-09T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,328.27,0 - 2500
2018-11-09T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,504.115,0 - 2500
2018-11-07T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2018-11-05T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,22.845,0 - 2500
2018-11-05T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.523,0 - 2500
2018-11-05T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.036,0 - 2500
2018-11-03T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,832.815,0 - 2500
2018-11-01T00:00:00Z,"Guangzhou Sheng Yu Logistics Service Co., Ltd.",China,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,POLVO DE CINC,<4000t,35.28,0 - 2500
2018-10-31T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,810.49,0 - 2500
2018-10-30T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,13317.72,12500 and up
2018-10-30T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,10000,7500 - 10000
2018-10-30T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,23.06,0 - 2500
2018-10-27T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,833.975,0 - 2500
2018-10-27T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,976.506,0 - 2500
2018-10-26T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2018-10-25T00:00:00Z,"Qingdao Explore International Trade Co., Ltd.",NA,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,CONCENTRADO DE CINC,<4000t,63.95,0 - 2500
2018-10-24T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,1397.994,0 - 2500
2018-10-23T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,3115.234,2500 - 5000
2018-10-22T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,10700,10000 - 12500
2018-10-20T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.054,0 - 2500
2018-10-19T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,7259.243,5000 - 7500
2018-10-19T00:00:00Z,Ocean Partners Usa Inc.,United States,Mk Metal Trading Mexico S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,<4000t,2511.49,2500 - 5000
2018-10-15T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,8398.23,7500 - 10000
2018-10-15T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,10183.304,10000 - 12500
2018-10-15T00:00:00Z,"Guangzhou Sheng Yu Logistics Service Co., Ltd.",China,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERALES DE CINC Y SUS CONCENTRADOS,<4000t,43.04,0 - 2500
2018-10-11T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,247.49,0 - 2500
2018-10-11T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4228.93,2500 - 5000
2018-10-10T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,97.38,0 - 2500
2018-10-10T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,2977.61,2500 - 5000
2018-10-10T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,3756.24,2500 - 5000
2018-10-08T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2018-10-08T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,44.51,0 - 2500
2018-10-06T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,22.52,0 - 2500
2018-10-03T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5800,5000 - 7500
2018-09-28T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,14000,12500 and up
2018-09-28T00:00:00Z,"Guangxi Jinruide Trading Co., Ltd.",China,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERALES DE ZINC,<4000t,56.13,0 - 2500
2018-09-24T00:00:00Z,"Qingdao Easea International Logistics Co., Ltd.",NA,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERALES DE CINC Y SUS CONCENTRADOS,<4000t,67.53,0 - 2500
2018-09-21T00:00:00Z,"Qingdao Explore International Trade Co., Ltd.",NA,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERALES DE CINC Y SUS CONCENTRADOS,<4000t,34.73,0 - 2500
2018-09-20T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,23.06,0 - 2500
2018-09-20T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.036,0 - 2500
2018-09-18T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2018-09-17T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,825.777,0 - 2500
2018-09-14T00:00:00Z,"Guangxi Jinruide Trading Co., Ltd.",China,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERALES DE CINC Y SUS CONCENTRADOS,<4000t,39.445,0 - 2500
2018-09-13T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Ensenada (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,25.637,0 - 2500
2018-09-12T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,3000,2500 - 5000
2018-09-12T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2018-09-11T00:00:00Z,Ocean Partners Usa Inc.,United States,Mk Metal Trading Mexico S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,<4000t,3841.48,2500 - 5000
2018-09-10T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,3956.82,2500 - 5000
2018-09-10T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,20.178,0 - 2500
2018-09-06T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5846.91,5000 - 7500
2018-09-05T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,10147.382,10000 - 12500
2018-09-01T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.036,0 - 2500
2018-08-30T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2018-08-29T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,1500.005,0 - 2500
2018-08-25T00:00:00Z,Ekmekciogullari Metal Ve Kimya San.Tic.As.,NA,"Regioz Inc., S.A. De C.V.",Mexico,Mexico,Turkey,Altamira (MX),Mexico,Turkey,Maritime,ZINC CONCENTRATE,<4000t,19.366,0 - 2500
2018-08-18T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5728.25,5000 - 7500
2018-08-16T00:00:00Z,"Chenzhou Dongbo Mining Co., Ltd.",China,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERALES DE CINC Y SUS CONCENTRADOS,<4000t,82.16,0 - 2500
2018-08-16T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,44.804,0 - 2500
2018-08-14T00:00:00Z,"Shannxi Hanmo Non Ferrous Metals Co., Ltd.",China,Compania De No Ferrosos De Mexico,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,CONCENTRADO DE CINC,<4000t,97.49,0 - 2500
2018-08-13T00:00:00Z,"Chenzhou Dongbo Mining Co., Ltd.",China,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERALES DE CINC Y SUS CONCENTRADOS,<4000t,87.57,0 - 2500
2018-08-06T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,50.072,0 - 2500
2018-08-02T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2018-07-31T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,24.12,0 - 2500
2018-07-26T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,11194.69,10000 - 12500
2018-07-21T00:00:00Z,Hamburg Metals Inc.,Panama,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Panama,Maritime,TORTAS DE ZINC,<4000t,506.08,0 - 2500
2018-07-20T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,14800,12500 and up
2018-07-20T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,25.036,0 - 2500
2018-07-18T00:00:00Z,"Chenzhou Dongbo Mining Co., Ltd.",China,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERALES DE CINC Y SUS CONCENTRADOS,<4000t,103.985,0 - 2500
2018-07-13T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,25.27,0 - 2500
2018-07-10T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5559.732,5000 - 7500
2018-07-10T00:00:00Z,Ocean Partners Usa Inc.,United States,Cia Minera Mexicana De Avino Sa Cv,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,<4000t,269.51,0 - 2500
2018-07-10T00:00:00Z,Ocean Partners Usa Inc.,United States,Mk Metal Trading Mexico S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,<4000t,3433.71,2500 - 5000
2018-07-09T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,23.095,0 - 2500
2018-07-05T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Ensenada (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,25.65,0 - 2500
2018-07-04T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,136.623,0 - 2500
2018-07-03T00:00:00Z,"Qingdao Easea International Logistics Co., Ltd.",NA,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERALES DE CINC Y SUS CONCENTRADOS,<4000t,89.42,0 - 2500
2018-07-02T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,636.34,0 - 2500
2018-07-02T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,3340.82,2500 - 5000
2018-07-02T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,68.085,0 - 2500
